ProgramSiteID,VisitID,VisitID,SiteName,WatershedID,WatershedName,SampleDate,HitchName,CrewName,VisitYear,IterationID,CategoryName,PanelName,VisitDate,ProtocolID,ProgramID,AEM,Bug Validation,CHaMP 10% Revisit,CHaMP Core,CHaMP-PiBO Comparison,Effectiveness,Has Fish Data,IMW,Remove,Velocity Validation,Primary Visit,QC Visit,Error,No,Yes,Grad,Sin,Sin_CL,Area_Wet,Area_Bf,WetVol,BfVol,WetWdth_Int,DetrendElev_SD,DpthWet_SD,BfWdthInt,Lgth_Wet,Lgth_Bf,DpthBf_Avg,DpthBf_Max,Lgth_Thlwg,DpthThlwg_UF_Avg,DpthThlwg_UF_CV,BfWdth_Avg,BfWdth_CV,BfWMxDRat_Avg,BfWMxDRat_CV,BfWDRat_Avg,BfWDRat_CV,WetWdth_Avg,WetWdth_CV,WetWDRat_Avg,WetWDRat_CV,WetWMxDRat_Avg,WetWMxDRat_CV,SlowWater_Area,SlowWater_Ct,SlowWater_Freq,PoolResidDpth,SlowWater_Vol,SlowWater_Pct,FstTurb_Area,FstTurb_Ct,FstTurb_Freq,FstTurb_Vol,FstTurb_Pct,FstNT_Area,FstNT_Ct,FstNT_Freq,FstNT_Vol,FstNT_Pct,Q,SubEmbed_Avg,SubEmbed_SD,SubD16,SubD50,SubD84,SubLT2,SubLT6,Cond,Alk,RipCovBigTree,RipCovConif,RipCovGrnd,RipCovNonWood,RipCovUstory,RipCovWood,RipCovCanNone,SubEstBldr,SubEstCbl,SubEstGrvl,SubEstSandFines,FishCovLW,FishCovTVeg,FishCovArt,FishCovNone,FishCovAqVeg,FishCovTotal,SolarSummr_Avg,UcutLgth_Pct,UcutArea_Pct,Ucut_Area,LWFreq_Wet,LWFreq_Bf,LWVol_Wet,LWVol_Bf,LWVol_WetSlow,LWVol_BfSlow,LWVol_WetFstTurb,LWVol_BfFstTurb,LWVol_WetFstNT,LWVol_BfFstNT,DriftBioMass,BfBraid,BfChnl_Ct,Bf_Island_Ct,BfMChnl_Part_Ct,Bf_QIsland_Ct,Lgth_BfChnl,BfSCWdth,BfSCWdth_CV,BfSCWDRat_Avg,BfSCWDRat_CV,BfSCWMxDRat_Avg,BfSCWMxDRat_CV,Bf_QIsland_Area,WetBraid,WetChnl_Ct,Wet_Island_Ct,Lgth_WetMChnl,WetMChnl_Area,WetChnl_Sin,Lgth_WetChnl,WetSCL_Area,WetSCS_Area,WetSC_Pct,WetSCWdth,WetSCWdth_CV,WetSCWDRat_Avg,WetSCWDRat_CV,WetSCWMxDRat_Avg,WetSCWMxDRat_CV,WetMChnl_Part_Ct,Wet_QIsland_Ct,Wet_QIsland_Area,SiteGeoDatabase_FileName,OrthogonalGeoDatabase_FileName,RBTOutputs_FileName,ResultsXML_FileName,LogFile_FileName,HydraModelInputs_FileName,HydraModelResults_FileName,BathymetryImg_FileName,BndryCndtnsImg_FileName,WettedDepthImg_FileName,WettedElevImg_FileName,DepthImg_FileName,VelocityImg_FileName,GCDADCNtThckDffT0,GCDADCNtThckDffErrT0,GCDADCNtThckDffT1,GCDAOINtThckDffT0,GCDADCNtThckDffErrT1,GCDAOINtThckDffErrT0,GCDAOINtThckDffT1,GCDAOINtThckDffErrT1,GCDADCTtThckDffT0,GCDADCTtThckDffErrT0,GCDADCTtThckDffT1,GCDADCTtThckDffErrT1,GCDAOITtThckDffT0,GCDAOITtThckDffErrT0,GCDAOITtThckDffT1,GCDAOITtThckDffErrT1,GCDAOIAreaDtctChngT0,GCDAOIAreaDtctChngT1,GCDImbalPctT0,GCDImbalPctT1,GCDChnlVolDiffT0,GCDChnlVolDiffT1,BraidChannelRatio,PoolToTurbulentAreaRatio,ChannelPattern,BankErosion,ConstrainingFeatureHeightAverage,FloodProneWidthAverage,ValleyWidth,ConstrainingFeatureType,PercentConstrained,CountOfPoolFormingLWD,CountOfKeyLWD,CountOfJamLWD,CountOfRightBankLWDPieces,CountOfLeftBankLWDPieces,CountOfMidChannelLWDPieces,CountOfLWD,CountOfChinook,CountOfCoho,CountOfSockeye,CountOfChum,CountOfOmykiss,CountOfPink,CountOfCutthroat,CountOfBulltrout,CountOfBrooktrout,CountOfLamprey,CountOfOtherSpecies,DensityOfChinook,DensityOfCoho,DensityOfSockeye,DensityOfChum,DensityOfOmykiss,DensityOfPink,DensityOfCutthroat,DensityOfBulltrout,DensityOfBrooktrout,DensityOfLamprey,DensityOfOtherSpecies
36964,3987,3987,CBW05583-298667,24,Entiat,6/26/2016,Entiat_ST_2016,van den Broek Crew,2016,6,Depositional-Public,Rotating Panel 3,6/26/2016,2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89813,11.82327,14.64709,10,150,254,2,3.33333,42.5,44,9,18,27.5,24,26,38.5,91,,,,,,,,,,,,,,4.3,,,12.39025,27.05028,0,0,12.39025,27.05028,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36973,666,666,CBW05583-298738,6,John Day,7/9/2012,ELR JD Hitch 2,Nick Crew,2012,2,Middle Fork John Day-Depositional,Rotating Panel 2,7/9/2012,806,1,,,,Yes,,,,,,,,,,,Yes,1.211,1.07079,1.08459,648.62451,829.53291,74.35611,170.41531,5.34766,0.3131,0.07239,6.82173,121.29132,121.60147,0.21081,0.68286,117.98033,0.17527,0.4117,7.3066,0.28117,22.12525,0.33434,33.08816,0.37288,4.78894,0.29773,42.44037,0.46368,27.12352,0.44175,62.82,3,2.47338,0.27,11.64686,9.68511,291.73,5,4.12231,31.37095,44.97672,260.58,6,4.94677,31.07486,40.17424,0.06596,8.3644,20.24128,9,40,182,6.37037,12.88888,80.1,76,4.5,16.1,81,99,52.8,45.3,89.5,13.56479,55.82242,23.10812,7.50465,1.51247,1,0,93.99868,3.48883,6.00131,74.52612,,0,0,4.94676,10.71799,1.87961,2.64124,0.08948,0.13018,0.5168,1.23773,1.27333,1.27333,0.000185,,1,,1,,121.60147,,,,,,,,,1,,121.29132,615.13,1.08,121.29132,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37152,96,96,CBW05583-288410,12,Upper Grande Ronde,7/7/2011,2011- ODFW - Local Crew  - Grande Ronde,Local Crew  - Grande Ronde,2011,1,Grande Ronde Steelhead-Source-Public,Rotating Panel 1,7/7/2011,416,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0322,,,8,27,86,3.55555,6.44444,36.1,20,3.3,12.3,89.9,44.9,19,69.4,94.6,,,,,,,,,,,62.85219,,,,,,9.1356,18.97201,3.62915,10.38177,5.50645,8.59024,0,0,0.001246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37152,2128,2128,CBW05583-288410,12,Upper Grande Ronde,7/1/2014,ODFW Small Sites,Chris Horn Crew,2014,4,Grande Ronde Steelhead-Source-Public,Rotating Panel 1,7/1/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,7.043,1.12592,1.06437,439.68571,583.81437,34.9113,125.98054,3.48174,0.53788,0.06615,4.59189,126.28341,127.14028,0.21378,0.65906,133.4851,0.13817,0.46297,4.42572,0.31927,13.36819,0.44798,21.44438,0.51408,3.46767,0.36031,28.25238,0.69085,17.73669,0.67312,18.56,2,1.58374,0.09,1.52739,4.2212,314.19,9,7.12683,31.89539,71.45786,12.41,1,0.79187,1.4499,2.82247,0.01258,1.44117,2.03778,12,29,98,6,12,53.7,48,3.5,17.5,50.5,28.5,27.5,55.5,94,22.63225,36.52653,34.97015,5.87104,13.37336,8.5075,0,78.4723,1.54479,23.42565,58.72688,0,0,0,38.80161,64.14144,10.44131,21.11719,0.27611,1.47777,9.93907,19.40265,0.22612,0.23676,0.002867,1,1,2,1,0,127.14028,,,,,,,0,1,1,9,126.28341,345.16003,1.06,126.28341,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,0.65528,0.25968,,0.24332,,0.09642,,,0.72103,0.27727,,,0.26773,0.10296,,,37.1318,,45.44075,,90.88149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37391,1947,1947,CBW05583-301519,20,Lemhi,10/12/2013,Hitch 9 Richie,Richie Crew,2013,3,Big Timber-Public,Rotating Panel 3,10/12/2013,1966,1,,,,Yes,,,,,,,Yes,,,,,1.752,1.16436,1.15858,1439.29823,1730.79783,256.64691,650.10922,7.0476,0.49653,0.10402,8.5828,204.22521,201.65878,0.37641,1.08118,206.59555,0.2865,0.30722,8.38349,0.17529,14.89127,0.27279,21.37872,0.26573,6.68087,0.17806,36.54333,0.41221,22.63761,0.39295,340.21999,5,2.44828,0.224,65.41319,23.63791,894.8,5,2.44828,154.65866,62.16919,151.35001,1,0.48966,36.43513,10.51554,0.42348,3.07843,10.25335,0.45,69,188,5.88888,9.44444,104.3,44,0,9,49,30.5,28,48,98.5,9.60306,24.76745,38.03075,27.59872,8.55384,9.17691,0,84.45213,0,17.73869,71.54817,7.83448,0.77898,11.3,2.93793,4.40689,0.16156,0.26207,0,0,0.16156,0.26207,0,0,,,1,,1,,201.65878,,,,,,,,,1,,204.22521,1386.37012,1.16,204.22521,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37661,1117,1117,CBW05583-303049,25,Methow,10/1/2012,Hitch_10_Methow_MG_Sept26-Oct3,Matt Crew,2012,2,Depositional-Private,Rotating Panel 2,10/1/2012,806,1,,,,Yes,,,,,,,Yes,,,Yes,,0.313,1.08141,1.06367,23174.67541,33375.93465,16906.1775,46931.42,37.30889,2.25605,0.50091,53.86243,621.15694,619.65144,1.45298,3.30589,624.40853,1.16777,0.37207,52.64725,0.21174,23.00574,0.32127,35.05956,0.44915,37.63453,0.22056,61.69113,0.5215,35.52819,0.37178,6367.8999,1,0.16099,1.3,8098.3225,27.47784,7126.0199,2,0.32198,3601.27211,30.74917,9470.26978,2,0.32198,5206.43531,40.86474,,,,,,,0,0,129,180,0,0,31,9.5,7,29.5,99,43.34351,21.17318,12.73315,22.75014,0,0,6.76722,93.23277,0,6.76722,92.95466,,0,0,0,0,0,0,0,0,0,0,0,0,0.000008,1,1,0,1,0,619.65144,,,,,,,0,1,1,0,621.15694,22964.18945,1.06,621.15694,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37661,3243,3243,CBW05583-303049,25,Methow,9/27/2015,Methow_Hitch_2015,van den Broek Crew,2015,5,Depositional-Private,Rotating Panel 2,9/27/2015,2020,1,,,,Yes,,,,,,,Yes,,,,,0.319,1.07965,1.05075,22352.19698,30543.28071,13881.9275,38207.87,36.16104,1.45126,0.43901,49.36165,618.12919,618.76538,1.23423,3.15138,631.17311,1.03251,0.37594,33.34737,0.02682,19.96404,0.04455,31.66634,0.05397,26.51104,0.2707,56.58997,0.35202,35.20802,0.29888,11170.61035,1,0.16178,1.36,9296.62,49.97545,10787.38965,1,0.16178,4585.18875,48.26098,0,0,0,0,0,8.5503,21.06578,15.25747,19,95,340,4,5.33333,178,84,1,0,24.5,20,16,23,97.5,30,32.54363,19.91273,17.54363,5,5,0,90,0,10,94.0578,0,0,0,0,0.32355,0,0.03604,0,0.0095,0,0.02654,0,0,,1,1,0,1,0,618.76538,,,,,,,0,1,1,2,618.12919,21958,1.05,618.12919,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38361,30,30,CBW05583-310143,16,Tucannon,8/5/2011,2011- Eco Logical Research - Local Crew,Local Crew,2011,1,Tributary,Annual,8/5/2011,416,1,,,Yes,Yes,,,,,,,Yes,,,Yes,,2.321,1.13498,1.18515,619.32226,1060.02653,119.10813,312.15496,4.51179,0.588,0.09419,8.34245,137.26746,127.06423,0.29555,1.4245,130.80257,0.29323,0.20624,7.12492,0.53669,14.7345,0.50757,24.13937,0.77614,5.10112,0.29032,31.69669,0.62719,19.98596,0.57346,12.44,1,0.7285,0.03,3.31618,2.00865,263.51,5,3.64252,52.62354,42.54812,312.74,5,3.64252,63.13212,50.49713,0.3754,,,4,48,132,3.33333,6.66666,50,32,3.7,11.45,75.3,69.8,21.2,35.8,90.9,1.54337,39.00828,52.45497,6.99335,17.33435,14.25106,0,68.34033,,32.15991,44.8787,,,,12.38458,31.3257,2.66678,5.66821,0.05981,0.05981,0.62031,2.44875,1.98666,3.15965,0.000156,,1,,1,,127.06423,,,,,,,,,1,,137.26746,588.69,1.19,137.26746,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38361,239,239,CBW05583-310143,16,Tucannon,9/16/2011,2011- Tetra Tech - TetraTech,TetraTech,2011,1,Tributary,Annual,9/16/2011,416,1,,,Yes,,,,,,,,,Yes,,Yes,,2.466,1.16183,1.11005,625.47763,770.24132,97.97077,257.89063,5.02801,0.62656,0.07676,6.19132,124.3986,124.40665,0.33952,0.73242,128.05155,0.23914,0.24981,6.16739,0.29593,13.45811,0.37256,19.07003,0.4209,4.79144,0.24879,28.4699,0.44672,18.9873,0.39269,18.64,1,0.80387,0.17,3.86841,2.98012,482.39999,3,2.4116,72.90922,77.12506,104.79,2,1.60774,21.13368,16.7536,0.247,,,26,64,122,8,10,61,40,10.5,14.75,72.5,53.5,31.3,78.8,71.5,3.43941,42.30247,45.26385,8.99425,21.22978,4.47888,0,72.60061,,27.73594,41.4744,,,,21.70442,24.11602,10.00362,11.9008,0.57739,0.57739,8.84884,8.99985,0.57739,2.32356,0.000209,1,1,0,1,0,124.40665,,,,,,,0,1,1,0,124.3986,605.83002,1.11,124.3986,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38361,753,753,CBW05583-310143,16,Tucannon,7/13/2012,Kevin_RemoteHitch1_Terraqua,Kevin Crew,2012,2,Tributary,Annual,7/13/2012,806,1,,,Yes,,,,,,,,,Yes,,Yes,,2.433,1.07781,1.09326,727.34864,931.63996,143.94578,291.5116,5.84759,0.90795,0.11576,7.34115,124.3843,126.90662,0.29133,1.5022,122.5946,0.29917,0.45664,6.87642,0.38815,14.9533,0.44447,22.56856,0.56284,5.54283,0.24372,25.8449,0.42902,17.35685,0.38911,132.45,3,2.41188,0.46667,38.31812,18.20997,503.55,4,3.21584,94.31892,69.2309,52.99,1,0.80396,11.03776,7.28536,1.41296,2.23214,5.71774,28,53,97,7.83333,14.33333,63.1,75,5.5,12,67,62.5,36,60.5,80,5.91757,35.19833,40.74747,18.13662,18.02515,10.2865,0,67.38428,4.30405,32.62208,60.5121,,0.61488,4.5,23.31483,35.37423,10.05552,16.26139,4.25926,6.31012,5.69156,7.13488,0.1047,2.81639,0.000151,,1,,1,,126.90662,,,,,,,,,1,,124.3843,688.99005,1.09,124.3843,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,-0.12682,0.07765,,-0.04284,,0.02623,,,0.20869,0.09308,,,0.0705,0.03144,,,33.78314,,-30.38524,,-60.77047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38361,773,773,CBW05583-310143,16,Tucannon,8/7/2012,TucannonHitch,Tucannon Crew,2012,2,Tributary,Annual,8/7/2012,806,1,,,Yes,Yes,,,,,,,Yes,,,Yes,,2.377,1.1196,1.12566,727.93615,905.99321,114.88512,390.77957,5.68302,0.69745,0.08687,7.12073,128.08967,127.23317,0.37552,0.80365,127.22587,0.25064,0.25986,5.83672,0.28674,15.39028,0.35774,22.44872,0.42104,5.23253,0.29444,32.90921,0.65238,21.64421,0.54509,48.43,1,0.7807,0.18,14.10097,6.65306,551.01001,6,4.68422,93.50576,75.69483,25.54,1,0.7807,5.84519,3.50855,0.31617,3.24313,8.70793,13,63,121,2.42431,7.01672,68,56,5.4,7.3,42.8,65.1,42.6,35.7,84.6,16.08355,59.36173,12.68808,11.86661,21.66701,10.12736,0,68.20562,0,31.7952,61.11426,,0.06864,0.5,22.64038,28.88601,5.64901,7.03337,0.36288,0.42269,5.28613,6.61068,0,0,0.000221,,1,,1,,127.23317,,,,,,,,,1,,128.08967,624.97998,1.13,128.08967,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,0.2603,0.11635,,0.14621,,0.06535,,,0.2612,0.11664,,,0.14671,0.06551,,,56.16705,,49.82877,,99.65754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38361,1484,1484,CBW05583-310143,16,Tucannon,6/21/2013,Tucannon - All Sites,Andy Crew,2013,3,Tributary,Annual,6/21/2013,1966,1,,,,Yes,,,,,,,Yes,,,Yes,,2.306,1.1806,1.12347,628.70122,869.85687,106.91009,224.36504,4.94361,0.70345,0.08122,6.94699,127.17459,125.21358,0.2575,0.69696,131.24257,0.25063,0.26504,5.85412,0.29472,14.96486,0.40809,22.24095,0.48126,5.05834,0.28343,30.64296,0.46117,19.95716,0.4047,251.13,9,7.07689,0.15667,53.36841,39.94425,366.24,6,4.71792,53.44935,58.25343,0,0,0,0,0,0.16856,4.84285,7.5778,10,39,94,2.29629,4.44444,69.2,44,4.5,10,51,37.5,28,58,83.5,6.20673,32.63901,52.41338,8.74086,11.08419,2.87445,0,85.734,0.30735,14.26772,53.08943,0.9829,0.17465,1.1,40.88867,54.25612,7.08036,9.97803,4.86731,5.13652,2.21305,4.84151,0,0,,,1,,1,,125.21358,,,,,,,,,1,,127.17459,617.37,1.12,127.17459,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,0.03684,0.07271,-0.17165,0.00824,0.0815,0.01627,-0.08976,0.04262,0.18715,0.10041,0.17331,0.08194,0.04187,0.02246,0.09062,0.04285,22.37145,52.29176,9.84137,-49.52269,19.68274,-99.04537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38361,2650,2650,CBW05583-310143,16,Tucannon,9/2/2014,Hitch 5,Tucannon Crew,2014,4,Tributary,Rotating Panel 1,9/2/2014,2020,1,,,,Yes,,,,,,,Yes,,,,,2.256,1.15059,1.12311,715.6251,1051.52795,106.17053,477.50313,5.7396,1.37585,0.08463,8.61552,124.68209,122.05049,0.32669,0.80109,127.45631,0.24217,0.26798,6.31499,0.40081,14.40649,0.42531,21.6887,0.55711,4.96503,0.27334,31.71791,0.53743,19.49168,0.43361,151.24,5,4.0102,0.118,33.85791,21.13397,449.27999,4,3.20816,63.36477,62.78147,0,0,0,0,0,0.19248,0.45909,1.85577,25,65,118,4.4,6.53333,74,76,5,8,41.5,36.5,18.5,32,91.5,1.60252,39.92531,47.50957,10.96258,13.08091,6.55107,0,80.36801,0,19.63804,71.92573,4.1706,0.51437,3.7,17.64487,27.26935,10.13931,14.9989,0.49059,3.037,6.80564,8.91405,0,0,0.000298,1,1,0,1,0,122.05049,,,,,,,0,1,1,0,124.68209,600.52002,1.12,124.68209,,98.73,14.11941,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,-0.17598,0.08208,-0.15923,-0.05434,0.08018,0.02535,-0.07663,0.03859,0.19814,0.08771,0.16411,0.08142,0.06119,0.02709,0.07897,0.03918,30.8818,48.12202,-44.40717,-48.5128,-88.81433,-97.0256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38455,1169,1169,CBW05583-299658,6,John Day,7/30/2013,MF ELR Design ODFW Crew,Shelley Banks Crew,2013,3,Middle Fork John Day-Source,Rotating Panel 3,7/30/2013,1966,1,,Yes,,Yes,,,Yes,,,Yes,Yes,,,Yes,,1.948,1.12766,1.13813,423.5497,583.04281,47.91288,118.17165,3.51348,0.4506,0.09518,4.92588,120.54981,118.36308,0.20906,0.61633,121.22486,0.18596,0.52795,4.60881,0.33228,13.44107,0.43262,20.61759,0.44898,3.26904,0.31713,34.56602,0.82845,20.37471,0.74041,204.82,11,9.12486,0.16778,29.55022,48.35796,183.18,7,5.80673,17.06602,43.24876,7.01,1,0.82953,1.23104,1.65506,0.0696,8.17857,22.23583,16,37,74,16.99823,22.55379,66.9,45,12,26.5,23,9.9,22.5,52.1,83.5,6.53806,22.35285,42.32209,28.78699,10.42619,8.52611,0,79.40824,1.63945,20.61065,,7.67317,2.17115,9.4,27.37457,48.11289,3.56241,22.89278,3.11301,11.21342,0.38959,8.90786,0,0,0.000043,,1,,1,,118.36308,,,,,,,,,1,,120.54981,395.01001,1.14,120.54981,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38542,1346,1346,CBW05583-311466,12,Upper Grande Ronde,8/15/2013,CRITFC - Catherine Creek,Laurinda Crew,2013,3,Catherine Creek Chinook,Rotating Panel 3,8/15/2013,1966,1,,,Yes,Yes,,,Yes,,,,Yes,,,Yes,,1.258,1.07134,1.04626,2827.01928,3460.64676,687.48688,2213.55219,10.0053,1.65294,0.1277,12.30892,282.55206,281.14948,0.64272,1.47711,288.86252,0.38288,0.26974,12.2634,0.10547,14.26021,0.16217,19.34108,0.14162,9.99167,0.1262,42.27225,0.25776,26.76782,0.27794,477.16,3,1.06175,0.39,135.58077,16.87855,1643.55002,4,1.41567,384.04965,58.13721,672.13002,3,1.06175,167.67288,23.77522,0.7515,7.17073,10.87922,17,75,251,1.46666,2.26666,61.2,44,16.6,17,25.9,9.2,45.9,87.1,75.5,10.25892,47.3357,33.25802,9.14733,3.74889,5.6559,0,89.46837,3.75517,13.15997,23.49629,0,0,0,4.60092,11.32534,1.87048,5.76637,0,1.46107,1.35368,3.63502,0.5168,0.67028,0.000076,,1,,1,,281.14948,,,,,,,,,1,,282.55206,2792.83984,1.05,282.55206,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38542,1599,1599,CBW05583-311466,12,Upper Grande Ronde,7/30/2013,Hitch #3 (RM): July 24 to July 31 (UGR),Reuben Crew,2013,3,Catherine Creek Chinook,Rotating Panel 3,7/30/2013,1966,1,,,Yes,,,,,,,,,Yes,,Yes,,1.287,1.07349,1.04517,2949.35506,3739.66958,859.4243,2935.62938,10.40167,1.66432,0.14051,13.21462,283.54639,282.99495,0.79194,1.47418,290.55831,0.44543,0.20187,13.19806,0.09807,11.8833,0.14839,16.01745,0.14247,10.35779,0.11052,33.52579,0.22772,22.23547,0.23921,81.13,1,0.35268,0.26,28.61553,2.75077,2808.87988,1,0.35268,830.78109,95.23709,0,0,0,0,0,1.21732,18.17307,19.69463,35,81,219,6,8,48.8,72,2,2.5,23.6,6.8,31.5,53.1,95.2,29.29818,24.43854,34.29818,11.96507,4.85963,9.85963,0,90.14036,0,14.7194,52.06602,0.17633,0.01017,0.3,2.46873,4.23211,1.24705,3.03157,0,0,1.24705,3.03157,0,0,,,1,,1,,282.99495,,,,,,,,,1,,283.54639,2890.00977,1.05,283.54639,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38646,303,303,CBW05583-312265,25,Methow,9/19/2011,2011- Terraqua - Local Crew,Local Crew,2011,1,Depositional-Private,Annual,9/19/2011,416,1,,,,Yes,,,,,,,Yes,,,Yes,,0.079,1.08934,1.06869,31308.35189,31927.8505,15293,27453.1375,54.80877,0.49967,0.32956,55.37385,571.22889,576.58711,0.84354,1.75848,585.56759,0.92467,0.29474,,,,,,,77.13781,0.01091,258.55073,0.08608,148.55658,0.13224,13870.9502,1,0.17506,0.74,9464.48938,44.30431,909.54999,1,0.17506,472.52148,2.90514,16011.91992,1,0.17506,5346.06625,51.14265,16.3884,,,2,82,187,3.33333,3.33333,142.2,88,16.5,13.5,34.7,27.4,48.3,80.1,75.5,6.15326,41.98134,30,21.86539,0,0,2.25233,97.74766,,2.25233,89.35264,,,,2.62591,11.20391,8.16769,21.56867,0.30737,8.07759,0,0.62957,7.86032,12.86151,0.000093,1,1,0,1,0,576.58711,,,,,,,0,1,1,0,571.22889,30792.42188,1.07,571.22889,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
